m	mean_eff	sd_bot_eff	sd_top_eff	mean_random	sd_bot_random	sd_top_random	mean_large	sd_bot_large	sd_top_large	mean_leverage	sd_bot_leverage	sd_top_leverage	mean_sum	sd_bot_sum	sd_top_sum	mean_true_displace	sd_bot_true_displace	sd_top_true_displace	
6.200000000000000e+01	3.968898966221278e-01	3.705746743555074e-01	4.232162315253516e-01	2.301432774885560e-01	1.066977986801067e-01	3.535003427448497e-01	7.144252237659839e-01	6.609437564461800e-01	7.678619183624474e-01	8.010228216546788e-01	7.265456272517952e-01	8.754974336736002e-01	5.460500315868436e-01	5.145575866966461e-01	5.775393118895605e-01	3.774474462020864e-02	1.764669303881249e-02	5.784025955194549e-02	
6.300000000000000e+01	3.997550216420615e-01	3.733105668828149e-01	4.262079391573254e-01	2.255317862600052e-01	1.065591454867429e-01	3.444132461861266e-01	7.121836223897325e-01	6.594258636710630e-01	7.649423397256493e-01	7.981136773096252e-01	7.229588347387265e-01	8.732459851708035e-01	5.454891054431785e-01	5.138301691706156e-01	5.771409230640989e-01	3.799380508731899e-02	1.787334495315073e-02	5.811396790620758e-02	
6.400000000000000e+01	3.954913602578202e-01	3.691294857481540e-01	4.218552161231469e-01	2.235468135345587e-01	1.044981223535687e-01	3.424932069927047e-01	7.133299789644489e-01	6.614297804238096e-01	7.652044929986178e-01	7.950330790555901e-01	7.219564170366478e-01	8.681661714152524e-01	5.443131471955991e-01	5.130520680908783e-01	5.755593767755484e-01	3.812102733654002e-02	1.792282747610610e-02	5.829305504322461e-02	
6.500000000000000e+01	3.919468651678424e-01	3.660896976181996e-01	4.178033317184978e-01	2.235648287010495e-01	1.040127025771486e-01	3.430932989771819e-01	7.107814213909468e-01	6.587927513468249e-01	7.627580537023021e-01	7.919647229843398e-01	7.209214305643337e-01	8.630021333892560e-01	5.435125976551922e-01	5.120720199154136e-01	5.749450894384335e-01	3.808747471640515e-02	1.767230481870618e-02	5.848946230170138e-02	
6.600000000000000e+01	3.877659035828743e-01	3.623642900868023e-01	4.131123276287541e-01	2.214259544091521e-01	1.021948289920179e-01	3.406631783148674e-01	7.110945716039466e-01	6.608647128284365e-01	7.613272302608975e-01	7.893061463786643e-01	7.199585401995017e-01	8.586318985631269e-01	5.423855277139027e-01	5.114123282511264e-01	5.733353952696807e-01	3.805611860095728e-02	1.789906288480789e-02	5.821688189514793e-02	
6.700000000000000e+01	3.901545771130940e-01	3.643737636936749e-01	4.159540246471534e-01	2.167277598612981e-01	1.010576392382538e-01	3.323808283514431e-01	7.080485483470197e-01	6.579922305854511e-01	7.580873294561951e-01	7.848147899372815e-01	7.166462929424280e-01	8.529239260269402e-01	5.407349198252457e-01	5.098483033020565e-01	5.716158673266103e-01	3.778908059053723e-02	1.751307417034441e-02	5.802891401167642e-02	
6.800000000000000e+01	3.898115462551693e-01	3.639373634028847e-01	4.156904309580168e-01	2.167870954029236e-01	9.985837916034314e-02	3.337188828451137e-01	7.088375042463073e-01	6.584922384712407e-01	7.591816635092629e-01	7.813401726269391e-01	7.163339391781812e-01	8.464279046665369e-01	5.402878992733249e-01	5.093232367773445e-01	5.712702747804853e-01	3.768416322771525e-02	1.774586789858879e-02	5.762362142484621e-02	
6.900000000000000e+01	3.861669534050945e-01	3.603578493202714e-01	4.119834977274150e-01	2.162785280176920e-01	1.009629316919305e-01	3.316299681169554e-01	7.069138007011554e-01	6.578817360114126e-01	7.559472342414042e-01	7.794692922418741e-01	7.151742019971526e-01	8.437516809491490e-01	5.390267488177705e-01	5.081976797052734e-01	5.699209107054796e-01	3.802776451110073e-02	1.793623045351581e-02	5.810492210657066e-02	
7.000000000000000e+01	3.887395409690940e-01	3.627603220185713e-01	4.147208268540968e-01	2.127074029509476e-01	1.011119163488985e-01	3.242815852737453e-01	7.085208159239335e-01	6.595725563347420e-01	7.574618516877631e-01	7.764471464020125e-01	7.127191833215563e-01	8.401952991056582e-01	5.382109605751165e-01	5.073167603081608e-01	5.691094224780877e-01	3.783831357691847e-02	1.800451908054741e-02	5.767699388496888e-02	
7.100000000000000e+01	3.850515736643479e-01	3.596010104774534e-01	4.105120887426557e-01	2.114468544115665e-01	9.924092325884225e-02	3.236106497563791e-01	7.047435237884132e-01	6.569119677691320e-01	7.525782736763842e-01	7.725509797280092e-01	7.100938725104367e-01	8.350954398587950e-01	5.374065548123220e-01	5.062531694610001e-01	5.685515942997724e-01	3.786623751700685e-02	1.796913168578122e-02	5.776308699159503e-02	
7.200000000000000e+01	3.813574907260663e-01	3.555196666769624e-01	4.071982301623390e-01	2.089336657983523e-01	9.549717313582116e-02	3.223719150929364e-01	7.057757502220484e-01	6.571788524982238e-01	7.543803154025736e-01	7.683781802999786e-01	7.077768348177346e-01	8.289932417388237e-01	5.363150687976780e-01	5.053671326971749e-01	5.672359940120367e-01	3.815616372514925e-02	1.789621808953579e-02	5.841742215847755e-02	
7.300000000000000e+01	3.779887177596660e-01	3.527195427300256e-01	4.032502335288475e-01	2.094868588504723e-01	9.744111843532896e-02	3.214105709146170e-01	7.038944876544054e-01	6.562097513714737e-01	7.515854277150709e-01	7.666811698769392e-01	7.068117879672637e-01	8.265456735549717e-01	5.355805825191914e-01	5.050130780188751e-01	5.661414666382275e-01	3.782446848471738e-02	1.791318988241289e-02	5.773596049180966e-02	
7.400000000000000e+01	3.806302960566343e-01	3.550964345600702e-01	4.061481621165374e-01	2.067087632273689e-01	9.732374774279855e-02	3.160849231005707e-01	7.049250602999174e-01	6.574844104099132e-01	7.523586195560217e-01	7.631737250930722e-01	7.058384932175983e-01	8.205351379771668e-01	5.344211063227722e-01	5.039480413988813e-01	5.648722301812321e-01	3.809375265364461e-02	1.801896577128224e-02	5.816345193561425e-02	
7.500000000000000e+01	3.794956297871852e-01	3.536316050257794e-01	4.053601852896098e-01	2.045111910026309e-01	9.669729908496148e-02	3.123441416617052e-01	7.019009289629754e-01	6.546688969752924e-01	7.491287021973242e-01	7.598131146441571e-01	7.022400293645378e-01	8.173816557380226e-01	5.328477367795050e-01	5.019311228802840e-01	5.637389344094360e-01	3.807072309780501e-02	1.803703614589851e-02	5.808911084297388e-02	
7.600000000000000e+01	3.762049941627341e-01	3.509684978439335e-01	4.014406301710777e-01	2.018799820575557e-01	9.410223656323191e-02	3.095667270074395e-01	7.022044798888925e-01	6.556492422364893e-01	7.487428734625788e-01	7.556565709553859e-01	6.993621541944589e-01	8.119782520787804e-01	5.319464587285488e-01	5.015309364832324e-01	5.623684311543877e-01	3.783963739300159e-02	1.773902449798070e-02	5.793845773485078e-02	
7.700000000000000e+01	3.720065340343690e-01	3.469496015810072e-01	3.970689142098514e-01	1.987326236658117e-01	9.367614632191561e-02	3.037188294518413e-01	6.984368951662876e-01	6.520476868412916e-01	7.448301847762209e-01	7.515032084550846e-01	6.960258104544000e-01	8.069891013143025e-01	5.306135218374181e-01	5.006380968666012e-01	5.605911224162177e-01	3.793682062758150e-02	1.780070275299735e-02	5.807033815619754e-02	
7.800000000000000e+01	3.754945834382341e-01	3.505130225161966e-01	4.004747934699768e-01	2.004316560542108e-01	9.385089164293346e-02	3.069915255356310e-01	7.012847081319503e-01	6.562051766598818e-01	7.463766717842838e-01	7.502243206888096e-01	6.971559582918256e-01	8.033346892926702e-01	5.307954153450375e-01	5.001862986857040e-01	5.614045043807206e-01	3.780064049417334e-02	1.778596984291225e-02	5.781255776122308e-02	
7.900000000000000e+01	3.741449763428707e-01	3.490552463280565e-01	3.992384708869975e-01	1.958807189256097e-01	9.192127404156450e-02	2.997194047622305e-01	6.972125781705305e-01	6.515446323246795e-01	7.428663432318142e-01	7.454933175558189e-01	6.924194956111477e-01	7.985652955497816e-01	5.288906904614022e-01	4.987994819262588e-01	5.589756453815158e-01	3.771587052999192e-02	1.778884269514644e-02	5.764735605442980e-02	
8.000000000000000e+01	3.708342045758038e-01	3.456986527787071e-01	3.959738600514138e-01	1.964929329350456e-01	9.245402512894615e-02	3.005230209878977e-01	6.985527366824819e-01	6.525579926404129e-01	7.445346692702856e-01	7.430814271349607e-01	6.900088885047885e-01	7.962053788725900e-01	5.275281622783616e-01	4.972568743214725e-01	5.578154310385743e-01	3.807605423622284e-02	1.754092248373314e-02	5.860965884722756e-02	
8.100000000000000e+01	3.736557066630238e-01	3.490495119723625e-01	3.982564337770505e-01	1.957819599133947e-01	9.133241219483720e-02	3.001381225504317e-01	6.954522492330684e-01	6.503534962080265e-01	7.405533179904014e-01	7.394350805173056e-01	6.866036456556606e-01	7.923057986427097e-01	5.268554936617675e-01	4.963836480485069e-01	5.573091086980723e-01	3.796953569307360e-02	1.788515454607425e-02	5.803151713598061e-02	
8.200000000000000e+01	3.700788643166921e-01	3.450992851270942e-01	3.950657448388857e-01	1.939126714803109e-01	9.178840665667128e-02	2.960525044228768e-01	6.964380355404055e-01	6.517947771589081e-01	7.410920741204063e-01	7.359951053768670e-01	6.854295534624213e-01	7.865597424391838e-01	5.257222975428745e-01	4.953103794096139e-01	5.561486841686799e-01	3.772073560391816e-02	1.759413464124917e-02	5.784164664202381e-02	
8.300000000000000e+01	3.661000309968529e-01	3.412630254983345e-01	3.909410235442315e-01	1.924770502184978e-01	8.897475555043573e-02	2.959683863506103e-01	6.926488204093555e-01	6.481896015335954e-01	7.371401193994158e-01	7.323622384527266e-01	6.815287406041592e-01	7.831842691587597e-01	5.241993747565848e-01	4.938734524841552e-01	5.545310677307107e-01	3.772911098852435e-02	1.762205637826594e-02	5.784206084859265e-02	
8.400000000000000e+01	3.631195068064542e-01	3.383692245099926e-01	3.878783140556201e-01	1.913570504633657e-01	8.779569354430522e-02	2.948964200238204e-01	6.945035812629834e-01	6.496587783854770e-01	7.393441840593434e-01	7.293888931678207e-01	6.795178923624563e-01	7.792113512130107e-01	5.235199329996896e-01	4.935026159676444e-01	5.535381575959206e-01	3.784934681582677e-02	1.786179191018812e-02	5.783739999874251e-02	
8.500000000000000e+01	3.597660465328180e-01	3.351342645815195e-01	3.843765770754961e-01	1.912505493221426e-01	9.020283047683599e-02	2.922780759907321e-01	6.911512740016926e-01	6.474548469038078e-01	7.348390136079710e-01	7.265824575045245e-01	6.775530969671437e-01	7.756215614405703e-01	5.226936962050011e-01	4.923677575912759e-01	5.530113241499223e-01	3.793833063184859e-02	1.788476966420623e-02	5.798453860523608e-02	
8.600000000000000e+01	3.624363606434408e-01	3.374386859917131e-01	3.874323148163889e-01	1.888476255112441e-01	8.781075694099343e-02	2.898050745258462e-01	6.917643274674332e-01	6.477155991173097e-01	7.358140880235414e-01	7.224792032858860e-01	6.731158552681953e-01	7.718074104189822e-01	5.211551313865463e-01	4.904190600152007e-01	5.518412928258121e-01	3.850981515836449e-02	1.821588211582090e-02	5.877898728719639e-02	
8.700000000000000e+01	3.616093835635264e-01	3.371412833695530e-01	3.860697245683830e-01	1.855363581199844e-01	8.638278647432225e-02	2.846838486700884e-01	6.892135376676358e-01	6.462978396579476e-01	7.321414293970183e-01	7.198819241433227e-01	6.723337223718860e-01	7.674027111394481e-01	5.206673504474867e-01	4.906108559226943e-01	5.507465361166964e-01	3.784995693418832e-02	1.800702364786779e-02	5.769318742794272e-02	
8.800000000000000e+01	3.581561256400197e-01	3.334439451236546e-01	3.828701427258667e-01	1.862151386860977e-01	8.628600105330854e-02	2.861682043470904e-01	6.859012771081194e-01	6.430898086699887e-01	7.287420125458732e-01	7.165303339673195e-01	6.694469563543252e-01	7.635869200019643e-01	5.189018475028148e-01	4.884586865789195e-01	5.492904362988381e-01	3.798319034719717e-02	1.787647985468147e-02	5.808269499916616e-02	
8.900000000000000e+01	3.547404888915817e-01	3.308353370365542e-01	3.786189917921459e-01	1.839706176955609e-01	8.613280873055880e-02	2.817221966968825e-01	6.868315514442079e-01	6.443614862084335e-01	7.293521574159857e-01	7.127604049182301e-01	6.666377156383297e-01	7.588857045277925e-01	5.180408293424656e-01	4.883217303131615e-01	5.477530029711202e-01	3.757145810943299e-02	1.754573445213375e-02	5.760524425177242e-02	
9.000000000000000e+01	3.572787252594241e-01	3.324507701979048e-01	3.821096078423749e-01	1.846707332554542e-01	8.612385938480632e-02	2.831420453871533e-01	6.831688313532023e-01	6.403012961909893e-01	7.260515488276907e-01	7.094526021042868e-01	6.630813824197745e-01	7.558279642577543e-01	5.169237065166206e-01	4.863798592827042e-01	5.474704455808171e-01	3.805362737153333e-02	1.760293544692340e-02	5.850186173875920e-02	
9.100000000000000e+01	3.567968190325900e-01	3.325347981612233e-01	3.810257814660258e-01	1.836250596417017e-01	8.559297710519252e-02	2.816759420624217e-01	6.853803175148097e-01	6.424448062092323e-01	7.283167967929193e-01	7.073592888258361e-01	6.613534506522515e-01	7.533620534184267e-01	5.163421538725044e-01	4.856669012291933e-01	5.470406977713884e-01	3.813786629966268e-02	1.762248547481533e-02	5.863525265433275e-02	
9.200000000000000e+01	3.529454546548584e-01	3.286535236095617e-01	3.772391725566694e-01	1.790961225704553e-01	8.421581460716897e-02	2.738469088607184e-01	6.809607276356385e-01	6.387465044013015e-01	7.231730616191970e-01	7.025703782146229e-01	6.572937438544957e-01	7.478784013565211e-01	5.144093071244705e-01	4.837678416192072e-01	5.450169155597383e-01	3.815155396883593e-02	1.796732005546068e-02	5.834121734772319e-02	
9.300000000000000e+01	3.497616871229677e-01	3.256516886090263e-01	3.738338685824764e-01	1.788922551511107e-01	8.390596635940582e-02	2.738731370039478e-01	6.813894598586343e-01	6.390689461833641e-01	7.236900244659770e-01	6.988503120276921e-01	6.547258982438182e-01	7.429676175590740e-01	5.133023698203705e-01	4.828769237107847e-01	5.437226986195911e-01	3.755986585269191e-02	1.772636055938624e-02	5.739336329831734e-02	
9.400000000000000e+01	3.524834357863129e-01	3.281868372335778e-01	3.767810131267296e-01	1.789690622933506e-01	8.322121823313321e-02	2.747098908144284e-01	6.787709871127419e-01	6.367716066734258e-01	7.207950293474187e-01	6.961700029227672e-01	6.519977648869982e-01	7.403501919969533e-01	5.121522736791830e-01	4.817579719709283e-01	5.425299723973841e-01	3.804967399178812e-02	1.794989042929147e-02	5.814689420723163e-02	
9.500000000000000e+01	3.490703184528453e-01	3.250316579524554e-01	3.731246866248669e-01	1.790644401142577e-01	8.474527957730178e-02	2.733770187600912e-01	6.790552895189410e-01	6.364390824536096e-01	7.216359318755834e-01	6.921850523207920e-01	6.482641974050538e-01	7.360840568011323e-01	5.104428225569370e-01	4.797325145512113e-01	5.411455168337884e-01	3.817374462096487e-02	1.785700123752287e-02	5.849220993891013e-02	
9.600000000000000e+01	3.460062432850893e-01	3.222966732469193e-01	3.697161163055809e-01	1.757121152378963e-01	8.226498248381901e-02	2.691193106702148e-01	6.803400371059368e-01	6.391636736660645e-01	7.215509633028711e-01	6.891004078194545e-01	6.467313552859331e-01	7.315285597395171e-01	5.096960064949976e-01	4.793688201512388e-01	5.400201663267004e-01	3.773811883849478e-02	1.752231357657652e-02	5.796332312281148e-02	
9.700000000000000e+01	3.428141762414326e-01	3.186754696797174e-01	3.669403159142726e-01	1.739573182028630e-01	8.079629877358646e-02	2.669788179080660e-01	6.769727300747882e-01	6.355391682244809e-01	7.183482222615309e-01	6.857343677649206e-01	6.429389740808797e-01	7.285148620012836e-01	5.083393291900665e-01	4.777717766837970e-01	5.389178184529017e-01	3.821779662802725e-02	1.791266959558705e-02	5.851780852168892e-02	
9.800000000000000e+01	3.454812090918467e-01	3.220562995458557e-01	3.689023054785859e-01	1.746158066776661e-01	8.023014162477821e-02	2.689392215772135e-01	6.731168213319789e-01	6.321955897589474e-01	7.140302044828366e-01	6.818144265218465e-01	6.398752488314611e-01	7.237527114359328e-01	5.069031985665100e-01	4.764386622071233e-01	5.373676705551429e-01	3.788904474873094e-02	1.793636177741428e-02	5.783504053835207e-02	
9.900000000000000e+01	3.444530615381639e-01	3.204713881262704e-01	3.684213628926317e-01	1.728653465945400e-01	7.993055620577419e-02	2.657881602723330e-01	6.743292053622179e-01	6.333069760217658e-01	7.153887164019277e-01	6.787301306526082e-01	6.374133000905337e-01	7.200275240305932e-01	5.059789149431881e-01	4.756515186198421e-01	5.363256082659594e-01	3.817793214941925e-02	1.798131070224810e-02	5.837332440264530e-02	
1.000000000000000e+02	3.412140658971620e-01	3.170775023297993e-01	3.653440490168840e-01	1.711118734865876e-01	7.971403245652339e-02	2.625132186024206e-01	6.710885677555655e-01	6.307003522624788e-01	7.114735509981073e-01	6.754449594457765e-01	6.342307864373634e-01	7.166640433185292e-01	5.045766991368500e-01	4.738818842685830e-01	5.352876539424326e-01	3.814005417504351e-02	1.788112127932657e-02	5.840097675062175e-02	
